id,posted_by,text,hashtags,in_reply_to_status_id
141962678783586304,Kaka,@Hana_Nass Thank you so much for your pray !! It's very important for me ..,[],141962495261814784
141962431101534208,Kaka,@dhinie_fadhilah I m fine tks .. And u ?? Take care !!,[],141962335957946368
141962079501426688,Kaka,@risarisa8494 Yes .. I got 2 Kids .. Luca and Isabella !!,[],141961945988349953
141961972487962625,Kaka,@carlosarciga1 Thanks bro !!,[],141961497323646977
141960267952168960,Kaka,For high-performance athletes have a center in Brazil like @NARGPA is a privilege !! Congratulations to all involved in this project.,[],
141230014300557312,Kaka,"""@MikeTyson: Support @kaka & I in effort to raise awareness for childhood cancer. Visit graacc.org.br to see what you can do to help.""",[],
139478283527008256,Kaka,Thank you so much to my friend #Gabrielzinho and to @GRAACC for the opportunity to be part of a movement like today's campaign! #PerfilGRAAC,"[{u'indices': [31, 44], u'text': u'Gabrielzinho'}, {u'indices': [128, 140], u'text': u'PerfilGRAAC'}]",
139474503322435585,Kaka,"Thanks, guys. It was nice talking to everyone. Who wants to know more about me, follows the @GRAACC #perfilGRAACC","[{u'indices': [100, 113], u'text': u'perfilGRAACC'}]",
139462252708380673,Kaka,Kaká is helping @GRAACC. I should have more people like him to help. Then everyone would be superhero. bit.ly/vB4w4x #perfilGRAACC,"[{u'indices': [117, 130], u'text': u'perfilGRAACC'}]",
139413364764971008,Kaka,"My friends hate studying, I even like. But playing in the playroom @GRAACC is much nicer! bit.ly/vB4w4x #perfilGRAACC","[{u'indices': [104, 117], u'text': u'perfilGRAACC'}]",
139383307577204736,Kaka,"Being a superhero, I help many children, equal to @GRAACC. bit.ly/GRAACC #perfilGRAACC","[{u'indices': [73, 86], u'text': u'perfilGRAACC'}]",
139107983836725249,Kaka,Tomorrow the 23/nov Gabrielzinho a 5 year-old kid is gonna tweet for me. He is under treatment in Brazi.,[],
139107951595098114,Kaka,"People, I’ve just joined the Childhood Cancer Awareness Day campaign to support GRAACC, a Brazilian institution. #perfilGRAACC","[{u'indices': [113, 126], u'text': u'perfilGRAACC'}]",
137962018610233344,Kaka,"I'm in final phase of rehabilitation, I hope to be ready to play again asap !! Thank you for your prayers and messages of support.",[],
137960274199199744,Kaka,Today at 22h very important game to mantain the 1st place. Valencia x Real Madrid. #LaLiga #HalaMadrid,"[{u'indices': [83, 90], u'text': u'LaLiga'}, {u'indices': [91, 102], u'text': u'HalaMadrid'}]",
126982280831975424,Kaka,Today has go-kart race between players in the event of Audi Real Madrid !! Will be fun !!,[],
125170403202187264,Kaka,"Today #LaLiga is back, at 18h Real Madrid x Real Betis. #HalaMadrid !!","[{u'indices': [6, 13], u'text': u'LaLiga'}, {u'indices': [56, 67], u'text': u'HalaMadrid'}]",
121930327835947008,Kaka,"May the Spirit of God console the families, friends and all those like me who admired this great man. #RIP Steve Jobs.","[{u'indices': [102, 106], u'text': u'RIP'}]",
120478383019794432,Kaka,"It's today, @luis_fabuloso back to the field ! I hope this is the beginning of a new time full of joy and victory. You deserve Fabuloso !!",[],
116548373615611905,Kaka,20h Racing Santander x Real Madrid #LaLiga #HalaMadrid,"[{u'indices': [35, 42], u'text': u'LaLiga'}, {u'indices': [43, 54], u'text': u'HalaMadrid'}]",
115464181603512320,Kaka,"Arriving in the stadium for another game, Levante x Real Madrid at 20h #LaLiga #HalaMadrid ..","[{u'indices': [71, 78], u'text': u'LaLiga'}, {u'indices': [79, 90], u'text': u'HalaMadrid'}]",
114043088003006464,Kaka,I ll be supporting my teammates for another victory. At 20:45 Dinamo Zagreb x Real Madrid #UCL #HalaMadrid,"[{u'indices': [90, 94], u'text': u'UCL'}, {u'indices': [95, 106], u'text': u'HalaMadrid'}]",
114043049021149185,Kaka,"Thanks to everyone for all the messages. I'm better, but could not be available for today's game.",[],
112625116365602816,Kaka,Real Madrid 4 x 2 Getafe #HalaMadrid,"[{u'indices': [25, 36], u'text': u'HalaMadrid'}]",
112562289802088448,Kaka,20h - Real Madrid x Getafe #LaLiga,"[{u'indices': [27, 34], u'text': u'LaLiga'}]",
112471835936948224,Kaka,"Welcome to twitter my friend Lass Diarra, this is the real one @Lass_Officiel",[],
107839197607493632,Kaka,Soon the League begins to us! May it be a great opening! Zaragoza x Real Madrid. Let's go!! #HalaMadrid,"[{u'indices': [92, 103], u'text': u'HalaMadrid'}]",
96160338722037760,Kaka,We are already in Berlin for our first European friendly match in this season. Hertha Berlin x Real Madrid at 18h.,[],
94907720813121536,Kaka,"We are going to the Stadium, the last American match in the pre season .. Philadelphia Union x Real Madrid.",[],
93009150283481090,Kaka,New @adidasfootball video http://a.did.as/lHCTzW  Support and motivation for a new season #adipower #Predator,"[{u'indices': [90, 99], u'text': u'adipower'}, {u'indices': [100, 109], u'text': u'Predator'}]",
92380102771474432,Kaka,Going to the Stadium for the first pre season game against @LAGalaxy !!,[],
90453312620601344,Kaka,"According to my schedule, approved by the club I just arrived in LA in order to  start the pre seasson !!",[],
83572231409631234,Kaka,"@elano_blumer , @SamsungPHGanso , @Njr92 , #EduDracena , #Muricy all the best for tonight .. God bless u guys !!","[{u'indices': [43, 54], u'text': u'EduDracena'}, {u'indices': [57, 64], u'text': u'Muricy'}]",
83562257170182144,Kaka,"I donated a Real Madrid's signed shirt for @brechosocial, the value will be donated to the Gol de Letra... http://fb.me/PsXBlMfu",[],
82097892906631169,Kaka,"This week I was in Disney's sports complex (Wide World of Sports), excellent place for athletes, and I had a great... http://fb.me/DkhOOTY2",[],
79272487199834112,Kaka,"Going to celebrate the birthday of three years of Luca, he is very special, I learn a lot from him every day. Happy birthday my son !!",[],
71649099627241473,Kaka,"The launch of the #adiPower #Predator was good fun - I had a great
 time with @persie_official and @luisnani! http://youtu.be/zsfL7W19Rh4","[{u'indices': [18, 27], u'text': u'adiPower'}, {u'indices': [28, 37], u'text': u'Predator'}]",
69700218119127040,Kaka,"My new #Predator boots have arrived, are such that i will use from now. Take a look !! http://fb.me/11zIzP3XJ","[{u'indices': [7, 16], u'text': u'Predator'}]",
67202496644390912,Kaka,Happy Mother's day to all mum in the world ! Especially for my wife and mother of my children @cacelico and to my dear mother @S2imoneleite.,[],
61724893384945664,Kaka,Let’s make Easter a special day feeding  hungry kids. Their future is in our hands. God bless you !! @wefeedback http://bit.ly/g3yBL8,[],
61400523856805889,Kaka,@VikSP thank you ...,[],61400142762352640
61399442305191938,Kaka,@aifauziah thank you .. Xxx,[],61399137161187328
61399042395095040,Kaka,@Reniicor thank you ..,[],
61398810559131648,Kaka,@vickyy_xo thank you .. Xxx,[],61398140632305664
61398626097827841,Kaka,@NizumLovesKaka I ll try to twit more often ..,[],61398120843575297
61397440665894912,Kaka,@darshitgajjar it s true !! Tks ..,[],61397136356540416
61397233161076736,Kaka,@bardac tks bro ..,[],61396988234706944
61396731098710016,Kaka,@Nello69 thank you ..,[],61396638085824512
61396420418224128,Kaka,@ricardonun thank you so much ..,[],61395907123494912
61396002145439744,Kaka,@Rielettle thank you !!,[],61395873795555328
61395332881321984,Kaka,@christywindy thank you .. Xxx,[],61395171421597696
61395240363372544,Kaka,@RyanBabel thank you !,[],61395093432700928
61394579118768128,Kaka,Have a nice April 22 !! It s very nice reeive all these messages. Thank you every one.,[],
60837838106796032,Kaka,Campeon !! Campeon !! #halamadrid http://plixi.com/p/94320149,"[{u'indices': [22, 33], u'text': u'halamadrid'}]",
52300668173697025,Kaka,"Good morning !! Very important week for my knee, I hope everything goes well .. God bless. Have a nice week everyone !!",[],
50210862698463232,Kaka,"Thank you for feeding back, help me reaching the mark of 100.000 kids. Together we are better.... http://fb.me/P6gFlooK",[],
50207676122152960,Kaka,feeding 900 hungry children with the cost of my favorite meal. How many can YOU feed? #wefeedback... http://fb.me/vTGQg0Jq,"[{u'indices': [86, 97], u'text': u'wefeedback'}]",
48148288406425600,Kaka,"Congrats guys, great Victory 3x0. We are in the next round of Champions League !! #halamadrid","[{u'indices': [82, 93], u'text': u'halamadrid'}]",
48016190995578881,Kaka,"After reaching 3 million followers on Twitter, now was the time to reach 6 million on FaceBook! Thank you guys ...",[],
47769000511414272,Kaka,"What sad news about Eric Abidal, tumor in the liver ! Let 's pray for him .. God bless !!",[],
47736261649252352,Kaka,@r_stimpy @dkotscho2 Show do u2 em breve !!,[],47735357067890688
47727159103586304,Kaka,Let's hurry to open up the new website of SPFC. They need 123.000 hashtags #novositesoberano ..,"[{u'indices': [75, 92], u'text': u'novositesoberano'}]",
47260880718675968,Kaka,We are together with u !! RT @riiii_puric: @KAKA The earthquake still continues.But Japan is encouraged by (cont) http://tl.gd/996of5,[],
46253251267526656,Kaka,I just watched the images of the earthquake and Tsunami in Japan. Sad. #prayforJapan,"[{u'indices': [71, 84], u'text': u'prayforJapan'}]",
45509494469439488,Kaka,3 million followers !! That's awesome .. Thank y'all ..,[],
44788420802912256,Kaka,@andrevaladao Amem Bro !!,[],44787140420304896
41076777841463296,Kaka,RT @gatesfoundation: The cost of 1 hamburger feeds 40 hungry kids. Find out the impact of your favorite food: (cont) http://tl.gd/90ga81,[],
40794708569620481,Kaka,feeding 900 hungry children with the cost of my favorite meal. How many can YOU feed? #wefeedback http://tinyurl.com/6fvlpld,"[{u'indices': [86, 97], u'text': u'wefeedback'}]",
39622770224664576,Kaka,"Good morning !! Have a nice week. Now trainning, and after go to Lyon.",[],
39289099101810688,Kaka,@Hibahx never ?? It's not true .. Love my fans from england too .. Xxx,[],39287924495351808
39288842586423296,Kaka,@dddddd_5 hello Japan .. Regards !!,[],39287927615926272
39288601170673664,Kaka,@raizi0723 happy b'day bro !! God bless u ..,[],39287957017997312
39287415155728384,Kaka,@chickooboo yes !! I try .. Xxx,[],39285469699121152
39287299795726336,Kaka,@PurpleGlitterzz yes !! I care about my followers ..,[],39285480952569856
39286767920234496,Kaka,Good morning !! After winning yesterday against Levante. Today we started preparing for Champions game ..,[],
38934609597046784,Kaka,"Watch the video "" The rhythm of my game. "" To watch with subtitles in English or Spanish, click on ""cc"" under the... http://fb.me/ES1qlbfl",[],
37621106802302977,Kaka,@BrunaMezher congrats !!,[],37619532583534592
37204950568144896,Kaka,I complete my tribute by posting a video that I always watch. PHENOMENON'S actions that didn't end in gols. Awsome... http://fb.me/RlHwnz1x,[],
37204196717498368,Kaka,"Ronaldo, thank you for everything you did for the sport, soccer, Brazil and for the thousands of people around the... http://fb.me/UM9qxLDH",[],
36549836677320704,Kaka,Ozil just told me that he doesn't have twitter. So the @officialozil23 IS FAKE .. Tks ..,[],
34364652645261312,Kaka,Thank u all for the messages. Score is always good. But I m happy for the game. I was more confident. #HalaMadrid,"[{u'indices': [102, 113], u'text': u'HalaMadrid'}]",
32416256292290560,Kaka,"Thak you all for your messages. 10 years ago, I debuted as a professional player. My first game was in Morumbi. Sao Paulo 1 x 1 Botafogo.",[],
31300612540862465,Kaka,Attention my user has now changed to  @ KAKA !!,[],
31087989555732480,Kaka,You guys are Very Important Twitters ..  I ll be back asap  ..,[],
31083480033009664,Kaka,"@vickyy_xo I love Dudek .. He is a very good friend .. He is teaching me a lot of things about Polond, also speak .. hehe !!",[],31082888166383616
31082890179645441,Kaka,@Kumekerley Sorry !! Hi Philippines .. Regards ..,[],31082345939337216
31080450118123520,Kaka,@MyriamBarcelone Hehe .. me too !! Tks,[],
31079531972399104,Kaka,"@kaaakyyy He s very nice. Now he starts kick the ball , all day doing that .. Xxx",[],31079180019961856
31078896925413376,Kaka,"@ref_RIJA_rator Yes, i m very happy for that too .. Tks for caring ..",[],31078583275360256
31077997092020224,Kaka,@marcosvcastilho To assistindo com a @cacelico Greys anatomy.,[],31077710491025409
31076903364333568,Kaka,@cassiecool22 Thank u so much ..,[],31076776339841024
31076502187548672,Kaka,@Elleite Israel !!!!!! That s great .. Besos,[],31076161182244864
31074590620917760,Kaka,@bury_myXXXX Did you like it ??,[],31074227570343936
31074413378011136,Kaka,@elissa_syria Tks !! Xoxo for Syria !!,[],31074213095809024
31073685485912065,Kaka,unbelievable !! Most followed the Brazilian's profile on twitter ..  http://bit.ly/f6NYq6,[],
29541737349259264,Kaka,"Watch the video "" The rhythm of my game. "" To watch with subtitles in English or Spanish, click on ""cc"" under the... http://fb.me/BzDz7A3o",[],
28084197746810880,Kaka,"Watch the video "" The rhythm of my game. "" To watch with subtitles in English or Spanish, click on ""cc"" under the... http://fb.me/yVGQNqPV",[],
26239502318047232,Kaka,"RT @masterkalynx: @realkaka 's ""This is the rhythm of my game"" video made me cry :') I love it. http://www.youtube.com/watch?v=XHw3PSE34AA",[],
26022080914915328,Kaka,"It's already AVAILABLE on this page the video "" The pace of my game. "" To watch with subtitles in English or... http://fb.me/Ewg2EvTa",[],
25919275134881792,Kaka,"It's already AVAILABLE on this page the video "" The pace of my game. "" To watch with subtitles in English or... http://fb.me/EDV2FkSk",[],
24546131232948224,Kaka,"Congratulations to Mourinho, awared by FIFA Best Coach of 2010. Also congratulations to Messi, best player in the world in 2010.",[],
24215842312945664,Kaka,@RyanBabel Tks bro !!,[],24214824820940800
24213478214471680,Kaka,"Celebrating a victory and a goal, with some friends and family. I m so happy. #TksLord","[{u'indices': [78, 86], u'text': u'TksLord'}]",
23440610522308608,Kaka,"Today I personally met a great american football player, @ochocinco !! Here is our picture ..  http://plixi.com/p/68451105",[],
22722715072856064,Kaka,RT @ElenaMiras: nothing to do? PRAY. something to do? PRAY. PRAY all the time!! - @realkaka,[],
22691697041342464,Kaka,Pagina oficial no facebook \ My official account on facebook . www.facebook.com/kaka,[],
22079527110836224,Kaka,"I m very happy. Play again after exactly 6 month, it's very special. Thank you all for the messages. #tksLord","[{u'indices': [101, 109], u'text': u'tksLord'}]",
21621776895184897,Kaka,"I m very happy today. After a long period, i m back with my teammates, for the game tomorrow. #tksLord","[{u'indices': [94, 102], u'text': u'tksLord'}]",
21193480365670400,Kaka,@RealFiska hi Indonesia .. I wish a great new year for Indonesian people .. Xxx,[],21192847013191680
20978148535443456,Kaka,In Spain 2011 !! Happy new year ..,[],
20826222107820032,Kaka,@RyanBabel Happy new year my friend !!,[],20825888966840320
20135227137466368,Kaka,"Hello guys, from now I'll try to be more present here too. Always updating with news, photos, videos, etc. .. All the Best ..",[],
20133023613722624,Kaka,"With the help of facebook staff, now i have my official page. www.facebook.com/kaka",[],
18347685799010304,Kaka,""" A child has come, to us a son is given; and he has been named Wise Guide, Strong God, Father for ever, Prince of Peace""  Merry xmas !!",[],
17922467947347968,Kaka,"Thank you all for your messages. Today is a very special day for us, 5 years that we're married !! @realkaka & @cacelico. #love","[{u'indices': [122, 127], u'text': u'love'}]",
16887561075032064,Kaka,"After Christmas lunch of Real Madrid. We are going to some hospitals, give some gifts.",[],
16471877769760768,Kaka,"@alexpang666 I ve already been there, in 2002 before the World Cup. I loved it. Hope i can visit again.",[],16471525972516866
16471516937977856,Kaka,@Pique_kea I ll wanna go to Phuket ? Is that  nice ?,[],16470859971563520
16471238574608384,Kaka,@itsloly Hello !! don't be sad. Xxx,[],16470855806619648
16470105693093888,Kaka,@RyanBabelfans oh oh oh .. It happens when you least expect it. Xxx,[],
16469766176768000,Kaka,@Yasminalovexx Hi Netherlands !! Have a great sunday .. Xxx,[],
16469326039089152,Kaka,@sidoldol Wow .. Great !! How r u ?? God bless u all !!,[],16469163589500929
16468945020133376,Kaka,@z_esma_bjk03 Have a nice sunday !! Turkey,[],16468781811367936
16468334182666240,Kaka,@dgdgRamos  I love Japan !! than u .. xxx,[],16468166184009728
16468143434104832,Kaka,@ViraHalima Not Yet !! Do you have any sugestion ??,[],16468018976530434
16467963313917952,Kaka,@WeLove_CRonaldo I don't know. But i wanna go..,[],16467897031327744
16467854635302912,Kaka,"@ImGaGa4KaKa wow !! So happy bday, and i hope i can be better until there !!",[],16467686607290368
16467455153016832,Kaka,@ImGaGa4KaKa when is your bday ?,[],16467321816092672
16467228740296704,Kaka,@ref_RIJA_rator Ow yes !! Big hug for my fans in Qatar !!,[],16466982488510464
16467021956911104,Kaka,@ViraHalima Have a nice day !! Xxx,[],16466864456601600
16463261801127936,Kaka,@ChicasDeFutbol Thank you for caring !!God bless u .. Xxx,[],16462937010999298
16460296524660736,Kaka,"@RoronoaZorro91 I m fine .. Getting better, and looking foward to play again.",[],16460172629118976
16458351391023104,Kaka,@Wonderful_Kaka Hi Belgium people !!  God bless you all,[],16458149649195009
16455342917419008,Kaka,"@ItsGhada I try to answer all of u, but i have to say that i can't !! It's to much !!",[],
16454152972402688,Kaka,@Cediki_92 I hope next week !!,[],16453723660230657
16453937372602368,Kaka,@w_thionazareth Thank u very much !! God bless u too,[],16453370587910144
16453840249294848,Kaka,@dashaaakaka Thanks !!,[],16453319417397248
16115614741434368,Kaka,"After a long period, today I made my first practice with my teammates. It was only the first training, but  it was already a great joy.",[],
13979399435063296,Kaka,@shion_uza thanks .. I love japan. God bless u too,[],13978925885558784
13979089144651776,Kaka,@lenam_b thank u very much .. God bless u too,[],13978275093155841
13972955113463808,Kaka,"RT@cacelico: B part of this campaign,@realkaka will also send the winner an autographed shirt: Wherever in the (cont) http://tl.gd/7f1qo7",[],
12520207419449344,Kaka,@RyanBabel tks my friend,[],12519061229408256
12517125235146752,Kaka,"It's with great joy, that I confirm that my lovely wife @cacelico is pregnant of our 2nd child !! Now it's a girl !!",[],
11558183550062592,Kaka,"@davydenko27 yeah. I wrote it wrong, but i ll improve.",[],11557726215733248
11557523207225346,Kaka,@MariaisabelCs owww !! Tks for all your support. Xxx,[],
11557158831267840,Kaka,@intansnoopi where is the best place to visit in indonesia ?,[],11556745168027648
11555844059566080,Kaka,@KakaTeam me too.. I m training to play again asap. Xxx,[],11555439938379776
11554135136542720,Kaka,@victoriamf hehe .. Today i get it ..,[],11553472709132288
11553296196042753,Kaka,@acha_love_kaka answering tweets !! And u ?,[],11552662533177344
11552920113778688,Kaka,"@clearblueskyx i love australia. For sure when i can, i ll go.",[],11552442567102465
11551594902454272,Kaka,@FarahZekria yes i m looking foward to play again.,[],11550686688841728
11550812962562049,Kaka,@intansnoopi good morning ? Where r u from ?,[],11549660028080128
11550180084027392,Kaka,@TeamRonaldo07 it was very good. Now keep improving and play again.,[],11549321417719808
